"date","state","new_cases","total_cases","new_deaths","total_deaths"
2020-09-30,"SARAWAK",4,713,0,19
2020-09-30,"WP KUALA LUMPUR",6,2672,0,25
2020-09-30,"WP PUTRAJAYA",0,100,0,0
2020-09-30,"WP LABUAN",1,28,0,0
2020-10-01,"PERLIS",2,38,0,1
2020-10-01,"KEDAH",98,465,0,6
2020-10-01,"PULAU PINANG",1,145,0,2
2020-10-01,"PERAK",0,271,0,6
2020-10-01,"SELANGOR",13,2284,0,17
2020-10-01,"NEGERI SEMBILAN",0,1049,0,7
2020-10-01,"MELAKA",1,267,0,5
2020-10-01,"JOHOR",5,772,0,21
2020-10-01,"PAHANG",1,380,0,7
2020-10-01,"TERENGGANU",2,122,0,1
2020-10-01,"KELANTAN",0,164,0,3
2020-10-01,"SABAH",118,1995,0,13
2020-10-01,"SARAWAK",0,713,0,19
2020-10-01,"WP KUALA LUMPUR",14,2686,0,25
2020-10-01,"WP PUTRAJAYA",5,105,0,0
2020-10-01,"WP LABUAN",0,28,0,0
2020-10-02,"PERLIS",0,38,0,1
2020-10-02,"KEDAH",129,594,0,6
2020-10-02,"PULAU PINANG",0,145,0,2
2020-10-02,"PERAK",3,274,0,6
2020-10-02,"SELANGOR",31,2315,0,17
2020-10-02,"NEGERI SEMBILAN",2,1051,0,7
2020-10-02,"MELAKA",0,267,0,5
2020-10-02,"JOHOR",1,773,0,21
2020-10-02,"PAHANG",1,381,0,7
2020-10-02,"TERENGGANU",3,125,0,1
2020-10-02,"KELANTAN",2,166,0,3
2020-10-02,"SABAH",113,2108,0,13
2020-10-02,"SARAWAK",0,713,0,19
2020-10-02,"WP KUALA LUMPUR",1,2687,0,25
2020-10-02,"WP PUTRAJAYA",0,105,0,0
2020-10-02,"WP LABUAN",1,29,0,0
2020-10-03,"PERLIS",0,38,0,1
2020-10-03,"KEDAH",102,696,0,6
2020-10-03,"PULAU PINANG",3,148,0,2
2020-10-03,"PERAK",0,274,0,6
2020-10-03,"SELANGOR",32,2347,0,17
2020-10-03,"NEGERI SEMBILAN",1,1052,0,7
2020-10-03,"MELAKA",0,267,0,5
2020-10-03,"JOHOR",4,777,0,21
2020-10-03,"PAHANG",0,381,0,7
2020-10-03,"TERENGGANU",9,134,0,1
2020-10-03,"KELANTAN",2,168,0,3
2020-10-03,"SABAH",155,2263,1,14
2020-10-03,"SARAWAK",3,716,0,19
2020-10-03,"WP KUALA LUMPUR",4,2691,0,25
2020-10-03,"WP PUTRAJAYA",2,107,0,0
2020-10-03,"WP LABUAN",0,29,0,0
2020-10-04,"PERLIS",0,38,0,1
2020-10-04,"KEDAH",113,809,0,6
2020-10-04,"PULAU PINANG",1,149,0,2
2020-10-04,"PERAK",2,276,0,6
2020-10-04,"SELANGOR",31,2378,0,17
2020-10-04,"NEGERI SEMBILAN",2,1054,0,7
2020-10-04,"MELAKA",0,267,0,5
2020-10-04,"JOHOR",8,785,0,21
2020-10-04,"PAHANG",0,381,0,7
2020-10-04,"TERENGGANU",0,134,0,1
2020-10-04,"KELANTAN",1,169,0,3
2020-10-04,"SABAH",126,2389,0,14
2020-10-04,"SARAWAK",1,717,0,19
2020-10-04,"WP KUALA LUMPUR",3,2694,0,25
2020-10-04,"WP PUTRAJAYA",0,107,0,0
2020-10-04,"WP LABUAN",5,34,0,0
2020-10-05,"PERLIS",0,38,0,1
2020-10-05,"KEDAH",241,1050,0,6
2020-10-05,"PULAU PINANG",0,149,0,2
2020-10-05,"PERAK",2,278,0,6
2020-10-05,"SELANGOR",34,2412,0,17
2020-10-05,"NEGERI SEMBILAN",1,1055,0,7
2020-10-05,"MELAKA",1,268,0,5
2020-10-05,"JOHOR",2,787,0,21
2020-10-05,"PAHANG",1,382,0,7
2020-10-05,"TERENGGANU",5,139,0,1
2020-10-05,"KELANTAN",1,170,0,3
2020-10-05,"SABAH",130,2519,0,14
2020-10-05,"SARAWAK",1,718,0,19
2020-10-05,"WP KUALA LUMPUR",7,2701,0,25
2020-10-05,"WP PUTRAJAYA",2,109,0,0
2020-10-05,"WP LABUAN",4,38,0,0
2020-10-06,"PERLIS",0,38,0,1
2020-10-06,"KEDAH",397,1447,0,6
2020-10-06,"PULAU PINANG",3,152,1,3
2020-10-06,"PERAK",8,286,0,6
2020-10-06,"SELANGOR",39,2451,0,17
2020-10-06,"NEGERI SEMBILAN",7,1062,0,7
2020-10-06,"MELAKA",0,268,0,5
2020-10-06,"JOHOR",6,793,0,21
2020-10-06,"PAHANG",0,382,0,7
2020-10-06,"TERENGGANU",1,140,0,1
2020-10-06,"KELANTAN",0,170,0,3
2020-10-06,"SABAH",219,2738,3,17
2020-10-06,"SARAWAK",3,721,0,19
2020-10-06,"WP KUALA LUMPUR",6,2707,0,25
2020-10-06,"WP PUTRAJAYA",1,110,0,0
2020-10-06,"WP LABUAN",1,39,0,0
2020-10-07,"PERLIS",0,38,0,1
2020-10-07,"KEDAH",153,1600,0,6
2020-10-07,"PULAU PINANG",7,159,0,3
2020-10-07,"PERAK",4,290,0,6
2020-10-07,"SELANGOR",20,2471,0,17
2020-10-07,"NEGERI SEMBILAN",1,1063,0,7
2020-10-07,"MELAKA",0,268,0,5
2020-10-07,"JOHOR",6,799,0,21
2020-10-07,"PAHANG",2,384,0,7
2020-10-07,"TERENGGANU",4,144,0,1
2020-10-07,"KELANTAN",1,171,0,3
2020-10-07,"SABAH",282,3020,0,17
2020-10-07,"SARAWAK",3,724,0,19
2020-10-07,"WP KUALA LUMPUR",4,2711,0,25
2020-10-07,"WP PUTRAJAYA",2,112,0,0
2020-10-07,"WP LABUAN",0,39,0,0
2020-10-08,"PERLIS",0,38,0,1
2020-10-08,"KEDAH",16,1616,0,6
2020-10-08,"PULAU PINANG",1,160,0,3
2020-10-08,"PERAK",5,295,0,6
2020-10-08,"SELANGOR",36,2507,0,17
2020-10-08,"NEGERI SEMBILAN",2,1065,0,7
2020-10-08,"MELAKA",1,269,0,5
2020-10-08,"JOHOR",5,804,0,21
2020-10-08,"PAHANG",1,385,0,7
2020-10-08,"TERENGGANU",5,149,0,1
2020-10-08,"KELANTAN",0,171,0,3
2020-10-08,"SABAH",271,3291,5,22
2020-10-08,"SARAWAK",8,732,0,19
2020-10-08,"WP KUALA LUMPUR",12,2723,0,25
2020-10-08,"WP PUTRAJAYA",2,114,0,0
2020-10-08,"WP LABUAN",10,49,0,0
2020-10-09,"PERLIS",0,38,0,1
2020-10-09,"KEDAH",10,1626,0,6
2020-10-09,"PULAU PINANG",8,168,0,3
2020-10-09,"PERAK",1,296,0,6
2020-10-09,"SELANGOR",24,2531,0,17
2020-10-09,"NEGERI SEMBILAN",4,1069,0,7
2020-10-09,"MELAKA",0,269,0,5
2020-10-09,"JOHOR",5,809,0,21
2020-10-09,"PAHANG",0,385,0,7
2020-10-09,"TERENGGANU",5,154,0,1
2020-10-09,"KELANTAN",0,171,0,3
2020-10-09,"SABAH",274,3565,6,28
2020-10-09,"SARAWAK",10,742,0,19
2020-10-09,"WP KUALA LUMPUR",10,2733,0,25
2020-10-09,"WP PUTRAJAYA",2,116,0,0
2020-10-09,"WP LABUAN",1,50,0,0
2020-10-10,"PERLIS",0,38,0,1
2020-10-10,"KEDAH",27,1653,0,6
2020-10-10,"PULAU PINANG",3,171,0,3
2020-10-10,"PERAK",2,298,0,6
2020-10-10,"SELANGOR",44,2575,0,17
2020-10-10,"NEGERI SEMBILAN",0,1069,0,7
2020-10-10,"MELAKA",1,270,0,5
2020-10-10,"JOHOR",2,811,0,21
2020-10-10,"PAHANG",0,385,0,7
2020-10-10,"TERENGGANU",0,154,0,1
2020-10-10,"KELANTAN",0,171,0,3
2020-10-10,"SABAH",277,3842,3,31
2020-10-10,"SARAWAK",9,751,0,19
2020-10-10,"WP KUALA LUMPUR",6,2739,0,25
2020-10-10,"WP PUTRAJAYA",1,117,0,0
2020-10-10,"WP LABUAN",2,52,0,0
2020-10-11,"PERLIS",0,38,0,1
2020-10-11,"KEDAH",16,1669,0,6
2020-10-11,"PULAU PINANG",1,172,0,3
2020-10-11,"PERAK",1,299,0,6
2020-10-11,"SELANGOR",26,2601,0,17
2020-10-11,"NEGERI SEMBILAN",0,1069,0,7
2020-10-11,"MELAKA",3,273,0,5
2020-10-11,"JOHOR",3,814,0,21
2020-10-11,"PAHANG",0,385,0,7
2020-10-11,"TERENGGANU",3,157,0,1
2020-10-11,"KELANTAN",0,171,0,3
2020-10-11,"SABAH",488,4330,2,33
2020-10-11,"SARAWAK",0,751,0,19
2020-10-11,"WP KUALA LUMPUR",15,2754,0,25
2020-10-11,"WP PUTRAJAYA",0,117,0,0
2020-10-11,"WP LABUAN",5,57,0,0
2020-10-12,"PERLIS",0,38,0,1
2020-10-12,"KEDAH",10,1679,0,6
2020-10-12,"PULAU PINANG",141,313,0,3
2020-10-12,"PERAK",4,303,0,6
2020-10-12,"SELANGOR",69,2670,0,17
2020-10-12,"NEGERI SEMBILAN",12,1081,0,7
2020-10-12,"MELAKA",1,274,0,5
2020-10-12,"JOHOR",2,816,0,21
2020-10-12,"PAHANG",0,385,0,7
2020-10-12,"TERENGGANU",0,157,0,1
2020-10-12,"KELANTAN",0,171,0,3
2020-10-12,"SABAH",291,4621,2,35
2020-10-12,"SARAWAK",1,752,0,19
2020-10-12,"WP KUALA LUMPUR",28,2782,0,25
2020-10-12,"WP PUTRAJAYA",2,119,0,0
2020-10-12,"WP LABUAN",2,59,0,0
2020-10-13,"PERLIS",0,38,0,1
2020-10-13,"KEDAH",60,1739,0,6
2020-10-13,"PULAU PINANG",23,336,0,3
2020-10-13,"PERAK",16,319,0,6
2020-10-13,"SELANGOR",76,2746,0,17
2020-10-13,"NEGERI SEMBILAN",2,1083,0,7
2020-10-13,"MELAKA",0,274,0,5
2020-10-13,"JOHOR",10,826,0,21
2020-10-13,"PAHANG",1,386,0,7
2020-10-13,"TERENGGANU",0,157,0,1
2020-10-13,"KELANTAN",0,171,0,3
2020-10-13,"SABAH",443,5064,4,39
2020-10-13,"SARAWAK",0,752,0,19
2020-10-13,"WP KUALA LUMPUR",10,2792,0,25
2020-10-13,"WP PUTRAJAYA",0,119,0,0
2020-10-13,"WP LABUAN",19,78,0,0
2020-10-14,"PERLIS",0,38,0,1
2020-10-14,"KEDAH",113,1852,0,6
2020-10-14,"PULAU PINANG",17,353,0,3
2020-10-14,"PERAK",3,322,0,6
2020-10-14,"SELANGOR",68,2814,0,17
2020-10-14,"NEGERI SEMBILAN",1,1084,0,7
2020-10-14,"MELAKA",2,276,0,5
2020-10-14,"JOHOR",3,829,0,21
2020-10-14,"PAHANG",0,386,0,7
2020-10-14,"TERENGGANU",0,157,0,1
2020-10-14,"KELANTAN",0,171,0,3
2020-10-14,"SABAH",429,5493,4,43
2020-10-14,"SARAWAK",3,755,0,19
2020-10-14,"WP KUALA LUMPUR",12,2804,0,25
2020-10-14,"WP PUTRAJAYA",1,120,0,0
2020-10-14,"WP LABUAN",8,86,0,0
2020-10-15,"PERLIS",0,38,0,1
2020-10-15,"KEDAH",31,1883,0,6
2020-10-15,"PULAU PINANG",16,369,0,3
2020-10-15,"PERAK",52,374,0,6
2020-10-15,"SELANGOR",150,2964,0,17
2020-10-15,"NEGERI SEMBILAN",11,1095,0,7
2020-10-15,"MELAKA",2,278,0,5
2020-10-15,"JOHOR",0,829,0,21
2020-10-15,"PAHANG",0,386,0,7
2020-10-15,"TERENGGANU",0,157,0,1
2020-10-15,"KELANTAN",2,173,0,3
2020-10-15,"SABAH",304,5797,3,46
2020-10-15,"SARAWAK",4,759,0,19
2020-10-15,"WP KUALA LUMPUR",10,2814,0,25
2020-10-15,"WP PUTRAJAYA",1,121,0,0
2020-10-15,"WP LABUAN",6,92,0,0
2020-10-16,"PERLIS",0,38,0,1
2020-10-16,"KEDAH",7,1890,0,6
2020-10-16,"PULAU PINANG",33,402,0,3
2020-10-16,"PERAK",9,383,0,6
2020-10-16,"SELANGOR",50,3014,0,17
2020-10-16,"NEGERI SEMBILAN",1,1096,0,7
2020-10-16,"MELAKA",3,281,0,5
2020-10-16,"JOHOR",5,834,0,21
2020-10-16,"PAHANG",1,387,0,7
2020-10-16,"TERENGGANU",0,157,0,1
2020-10-16,"KELANTAN",0,173,0,3
2020-10-16,"SABAH",489,6286,5,51
2020-10-16,"SARAWAK",0,759,0,19
2020-10-16,"WP KUALA LUMPUR",10,2824,1,26
2020-10-16,"WP PUTRAJAYA",2,123,0,0
2020-10-16,"WP LABUAN",19,111,0,0
2020-10-17,"PERLIS",0,38,0,1
2020-10-17,"KEDAH",38,1928,0,6
2020-10-17,"PULAU PINANG",189,591,0,3
2020-10-17,"PERAK",4,387,0,6
2020-10-17,"SELANGOR",159,3173,0,17
2020-10-17,"NEGERI SEMBILAN",1,1097,0,7
2020-10-17,"MELAKA",1,282,0,5
2020-10-17,"JOHOR",2,836,0,21
2020-10-17,"PAHANG",0,387,0,7
2020-10-17,"TERENGGANU",3,160,0,1
2020-10-17,"KELANTAN",0,173,0,3
2020-10-17,"SABAH",451,6737,4,55
2020-10-17,"SARAWAK",4,763,0,19
2020-10-17,"WP KUALA LUMPUR",15,2839,0,26
2020-10-17,"WP PUTRAJAYA",2,125,0,0
2020-10-17,"WP LABUAN",0,111,0,0
2020-10-18,"PERLIS",0,38,0,1
2020-10-18,"KEDAH",9,1937,0,6
2020-10-18,"PULAU PINANG",45,636,0,3
2020-10-18,"PERAK",10,397,0,6
2020-10-18,"SELANGOR",77,3250,1,18
2020-10-18,"NEGERI SEMBILAN",3,1100,0,7
2020-10-18,"MELAKA",1,283,0,5
2020-10-18,"JOHOR",1,837,0,21
2020-10-18,"PAHANG",0,387,0,7
2020-10-18,"TERENGGANU",2,162,0,1
2020-10-18,"KELANTAN",0,173,0,3
2020-10-18,"SABAH",702,7439,6,61
2020-10-18,"SARAWAK",5,768,0,19
2020-10-18,"WP KUALA LUMPUR",7,2846,0,26
2020-10-18,"WP PUTRAJAYA",0,125,0,0
2020-10-18,"WP LABUAN",9,120,0,0
2020-10-19,"PERLIS",0,38,0,1
2020-10-19,"KEDAH",3,1940,0,6
2020-10-19,"PULAU PINANG",26,662,0,3
2020-10-19,"PERAK",18,415,0,6
2020-10-19,"SELANGOR",107,3357,0,18
2020-10-19,"NEGERI SEMBILAN",4,1104,0,7
2020-10-19,"MELAKA",16,299,0,5
2020-10-19,"JOHOR",2,839,0,21
2020-10-19,"PAHANG",1,388,0,7
2020-10-19,"TERENGGANU",1,163,0,1
2020-10-19,"KELANTAN",0,173,0,3
2020-10-19,"SABAH",643,8082,3,64
2020-10-19,"SARAWAK",0,768,0,19
2020-10-19,"WP KUALA LUMPUR",7,2853,0,26
2020-10-19,"WP PUTRAJAYA",3,128,0,0
2020-10-19,"WP LABUAN",34,154,0,0
2020-10-20,"PERLIS",0,38,0,1
2020-10-20,"KEDAH",17,1957,0,6
2020-10-20,"PULAU PINANG",8,670,0,3
2020-10-20,"PERAK",9,424,0,6
2020-10-20,"SELANGOR",132,3489,0,18
2020-10-20,"NEGERI SEMBILAN",6,1110,0,7
2020-10-20,"MELAKA",0,299,0,5
2020-10-20,"JOHOR",1,840,0,21
2020-10-20,"PAHANG",0,388,0,7
2020-10-20,"TERENGGANU",0,163,0,1
2020-10-20,"KELANTAN",1,174,0,3
2020-10-20,"SABAH",673,8755,3,67
2020-10-20,"SARAWAK",1,769,0,19
2020-10-20,"WP KUALA LUMPUR",7,2860,0,26
2020-10-20,"WP PUTRAJAYA",1,129,0,0
2020-10-20,"WP LABUAN",6,160,0,0
2020-10-21,"PERLIS",0,38,0,1
2020-10-21,"KEDAH",7,1964,0,6
2020-10-21,"PULAU PINANG",12,682,0,3
2020-10-21,"PERAK",7,431,0,6
2020-10-21,"SELANGOR",116,3605,0,18
2020-10-21,"NEGERI SEMBILAN",9,1119,0,7
2020-10-21,"MELAKA",3,302,0,5
2020-10-21,"JOHOR",0,840,0,21
2020-10-21,"PAHANG",1,389,0,7
2020-10-21,"TERENGGANU",0,163,0,1
2020-10-21,"KELANTAN",1,175,0,3
2020-10-21,"SABAH",535,9290,5,72
2020-10-21,"SARAWAK",0,769,0,19
2020-10-21,"WP KUALA LUMPUR",26,2886,0,26
2020-10-21,"WP PUTRAJAYA",6,135,0,0
2020-10-21,"WP LABUAN",9,169,1,1
2020-10-22,"PERLIS",0,38,0,1
2020-10-22,"KEDAH",3,1967,1,7
2020-10-22,"PULAU PINANG",10,692,0,3
2020-10-22,"PERAK",14,445,0,6
2020-10-22,"SELANGOR",137,3742,0,18
2020-10-22,"NEGERI SEMBILAN",38,1157,0,7
2020-10-22,"MELAKA",3,305,0,5
2020-10-22,"JOHOR",1,841,0,21
2020-10-22,"PAHANG",2,391,0,7
2020-10-22,"TERENGGANU",1,164,0,1
2020-10-22,"KELANTAN",3,178,0,3
2020-10-22,"SABAH",578,9868,4,76
2020-10-22,"SARAWAK",1,770,0,19
2020-10-22,"WP KUALA LUMPUR",23,2909,0,26
2020-10-22,"WP PUTRAJAYA",4,139,0,0
2020-10-22,"WP LABUAN",29,198,0,1
2020-10-23,"PERLIS",0,38,0,1
2020-10-23,"KEDAH",1,1968,1,8
2020-10-23,"PULAU PINANG",39,731,0,3
2020-10-23,"PERAK",4,449,0,6
2020-10-23,"SELANGOR",62,3804,0,18
2020-10-23,"NEGERI SEMBILAN",37,1194,0,7
2020-10-23,"MELAKA",0,305,0,5
2020-10-23,"JOHOR",4,845,0,21
2020-10-23,"PAHANG",1,392,0,7
2020-10-23,"TERENGGANU",2,166,0,1
2020-10-23,"KELANTAN",0,178,0,3
2020-10-23,"SABAH",528,10396,8,84
2020-10-23,"SARAWAK",2,772,0,19
2020-10-23,"WP KUALA LUMPUR",11,2920,0,26
2020-10-23,"WP PUTRAJAYA",0,139,0,0
2020-10-23,"WP LABUAN",19,217,1,2
2020-10-24,"PERLIS",0,38,0,1
2020-10-24,"KEDAH",76,2044,0,8
2020-10-24,"PULAU PINANG",23,754,0,3
2020-10-24,"PERAK",10,459,1,7
2020-10-24,"SELANGOR",76,3880,0,18
2020-10-24,"NEGERI SEMBILAN",96,1290,0,7
2020-10-24,"MELAKA",3,308,0,5
2020-10-24,"JOHOR",7,852,0,21
2020-10-24,"PAHANG",0,392,0,7
2020-10-24,"TERENGGANU",0,166,0,1
2020-10-24,"KELANTAN",0,178,0,3
2020-10-24,"SABAH",889,11285,6,90
2020-10-24,"SARAWAK",8,780,0,19
2020-10-24,"WP KUALA LUMPUR",19,2939,0,26
2020-10-24,"WP PUTRAJAYA",0,139,0,0
2020-10-24,"WP LABUAN",21,238,0,2
2020-10-25,"PERLIS",0,38,0,1
2020-10-25,"KEDAH",1,2045,0,8
2020-10-25,"PULAU PINANG",97,851,0,3
2020-10-25,"PERAK",6,465,0,7
2020-10-25,"SELANGOR",88,3968,0,18
2020-10-25,"NEGERI SEMBILAN",22,1312,0,7
2020-10-25,"MELAKA",0,308,0,5
2020-10-25,"JOHOR",15,867,0,21
2020-10-25,"PAHANG",0,392,0,7
2020-10-25,"TERENGGANU",7,173,0,1
2020-10-25,"KELANTAN",1,179,0,3
2020-10-25,"SABAH",533,11818,8,98
2020-10-25,"SARAWAK",16,796,0,19
2020-10-25,"WP KUALA LUMPUR",10,2949,0,26
2020-10-25,"WP PUTRAJAYA",1,140,0,0
2020-10-25,"WP LABUAN",26,264,0,2
2020-10-26,"PERLIS",0,38,0,1
2020-10-26,"KEDAH",3,2048,0,8
2020-10-26,"PULAU PINANG",61,912,0,3
2020-10-26,"PERAK",8,473,0,7
2020-10-26,"SELANGOR",177,4145,0,18
2020-10-26,"NEGERI SEMBILAN",25,1337,0,7
2020-10-26,"MELAKA",2,310,0,5
2020-10-26,"JOHOR",4,871,0,21
2020-10-26,"PAHANG",0,392,0,7
2020-10-26,"TERENGGANU",3,176,0,1
2020-10-26,"KELANTAN",0,179,0,3
2020-10-26,"SABAH",927,12745,7,105
2020-10-26,"SARAWAK",7,803,0,19
2020-10-26,"WP KUALA LUMPUR",17,2966,0,26
2020-10-26,"WP PUTRAJAYA",0,140,0,0
2020-10-26,"WP LABUAN",6,270,0,2
2020-10-27,"PERLIS",0,38,0,1
2020-10-27,"KEDAH",4,2052,0,8
2020-10-27,"PULAU PINANG",13,925,0,3
2020-10-27,"PERAK",11,484,0,7
2020-10-27,"SELANGOR",126,4271,0,18
2020-10-27,"NEGERI SEMBILAN",155,1492,0,7
2020-10-27,"MELAKA",0,310,0,5
2020-10-27,"JOHOR",8,879,0,21
2020-10-27,"PAHANG",0,392,0,7
2020-10-27,"TERENGGANU",4,180,0,1
2020-10-27,"KELANTAN",0,179,0,3
2020-10-27,"SABAH",410,13155,2,107
2020-10-27,"SARAWAK",16,819,0,19
2020-10-27,"WP KUALA LUMPUR",11,2977,0,26
2020-10-27,"WP PUTRAJAYA",1,141,0,0
2020-10-27,"WP LABUAN",76,346,0,2
2020-10-28,"PERLIS",0,38,0,1
2020-10-28,"KEDAH",28,2080,0,8
2020-10-28,"PULAU PINANG",19,944,0,3
2020-10-28,"PERAK",6,490,0,7
2020-10-28,"SELANGOR",89,4360,1,19
2020-10-28,"NEGERI SEMBILAN",24,1516,0,7
2020-10-28,"MELAKA",0,310,0,5
2020-10-28,"JOHOR",8,887,0,21
2020-10-28,"PAHANG",0,392,0,7
2020-10-28,"TERENGGANU",11,191,0,1
2020-10-28,"KELANTAN",0,179,0,3
2020-10-28,"SABAH",546,13701,7,114
2020-10-28,"SARAWAK",27,846,0,19
2020-10-28,"WP KUALA LUMPUR",14,2991,0,26
2020-10-28,"WP PUTRAJAYA",0,141,0,0
2020-10-28,"WP LABUAN",29,375,0,2
2020-10-29,"PERLIS",0,38,0,1
2020-10-29,"KEDAH",37,2117,0,8
2020-10-29,"PULAU PINANG",13,957,0,3
2020-10-29,"PERAK",5,495,0,7
2020-10-29,"SELANGOR",135,4495,0,19
2020-10-29,"NEGERI SEMBILAN",43,1559,0,7
2020-10-29,"MELAKA",1,311,0,5
2020-10-29,"JOHOR",10,897,0,21
2020-10-29,"PAHANG",1,393,0,7
2020-10-29,"TERENGGANU",1,192,0,1
2020-10-29,"KELANTAN",0,179,0,3
2020-10-29,"SABAH",352,14053,0,114
2020-10-29,"SARAWAK",10,856,0,19
2020-10-29,"WP KUALA LUMPUR",23,3014,0,26
2020-10-29,"WP PUTRAJAYA",1,142,0,0
2020-10-29,"WP LABUAN",17,392,0,2
2020-10-30,"PERLIS",0,38,0,1
2020-10-30,"KEDAH",5,2122,0,8
2020-10-30,"PULAU PINANG",35,992,0,3
2020-10-30,"PERAK",10,505,0,7
2020-10-30,"SELANGOR",150,4645,0,19
2020-10-30,"NEGERI SEMBILAN",23,1582,0,7
2020-10-30,"MELAKA",0,311,0,5
2020-10-30,"JOHOR",9,906,0,21
2020-10-30,"PAHANG",0,393,0,7
2020-10-30,"TERENGGANU",0,192,0,1
2020-10-30,"KELANTAN",0,179,0,3
2020-10-30,"SABAH",466,14519,3,117
2020-10-30,"SARAWAK",16,872,0,19
2020-10-30,"WP KUALA LUMPUR",19,3033,0,26
2020-10-30,"WP PUTRAJAYA",1,143,0,0
2020-10-30,"WP LABUAN",65,457,0,2
2020-10-31,"PERLIS",0,38,0,1
2020-10-31,"KEDAH",2,2124,0,8
2020-10-31,"PULAU PINANG",2,994,0,3
2020-10-31,"PERAK",6,511,0,7
2020-10-31,"SELANGOR",55,4700,0,19
2020-10-31,"NEGERI SEMBILAN",25,1607,0,7
2020-10-31,"MELAKA",0,311,0,5
2020-10-31,"JOHOR",0,906,0,21
2020-10-31,"PAHANG",1,394,0,7
2020-10-31,"TERENGGANU",2,194,0,1
2020-10-31,"KELANTAN",1,180,0,3
2020-10-31,"SABAH",529,15048,0,117
2020-10-31,"SARAWAK",9,881,0,19
2020-10-31,"WP KUALA LUMPUR",11,3044,0,26
2020-10-31,"WP PUTRAJAYA",4,147,0,0
2020-10-31,"WP LABUAN",12,469,0,2
2020-11-01,"PERLIS",0,38,0,1
2020-11-01,"KEDAH",1,2125,0,8
2020-11-01,"PULAU PINANG",23,1017,0,3
2020-11-01,"PERAK",5,516,0,7
2020-11-01,"SELANGOR",225,4925,0,19
2020-11-01,"NEGERI SEMBILAN",8,1615,0,7
2020-11-01,"MELAKA",1,312,0,5
2020-11-01,"JOHOR",1,907,0,21
2020-11-01,"PAHANG",0,394,0,7
2020-11-01,"TERENGGANU",15,209,0,1
2020-11-01,"KELANTAN",0,180,0,3
2020-11-01,"SABAH",644,15692,0,117
2020-11-01,"SARAWAK",11,892,0,19
2020-11-01,"WP KUALA LUMPUR",4,3048,0,26
2020-11-01,"WP PUTRAJAYA",1,148,0,0
2020-11-01,"WP LABUAN",18,487,0,2
2020-11-02,"PERLIS",0,38,0,1
2020-11-02,"KEDAH",3,2128,0,8
2020-11-02,"PULAU PINANG",21,1038,0,3
2020-11-02,"PERAK",3,519,0,7
2020-11-02,"SELANGOR",129,5054,0,19
2020-11-02,"NEGERI SEMBILAN",16,1631,0,7
2020-11-02,"MELAKA",0,312,0,5
2020-11-02,"JOHOR",9,916,0,21
2020-11-02,"PAHANG",1,395,0,7
2020-11-02,"TERENGGANU",0,209,0,1
2020-11-02,"KELANTAN",2,182,0,3
2020-11-02,"SABAH",503,16195,2,119
2020-11-02,"SARAWAK",14,906,0,19
2020-11-02,"WP KUALA LUMPUR",22,3070,0,26
2020-11-02,"WP PUTRAJAYA",6,154,0,0
2020-11-02,"WP LABUAN",105,592,0,2
2020-11-03,"PERLIS",0,38,0,1
2020-11-03,"KEDAH",12,2140,0,8
2020-11-03,"PULAU PINANG",35,1073,0,3
2020-11-03,"PERAK",3,522,0,7
2020-11-03,"SELANGOR",125,5179,0,19
2020-11-03,"NEGERI SEMBILAN",71,1702,0,7
2020-11-03,"MELAKA",1,313,0,5
2020-11-03,"JOHOR",1,917,0,21
2020-11-03,"PAHANG",0,395,0,7
2020-11-03,"TERENGGANU",1,210,0,1
2020-11-03,"KELANTAN",0,182,0,3
2020-11-03,"SABAH",678,16873,12,131
2020-11-03,"SARAWAK",21,927,0,19
2020-11-03,"WP KUALA LUMPUR",22,3092,0,26
2020-11-03,"WP PUTRAJAYA",3,157,0,0
2020-11-03,"WP LABUAN",81,673,0,2
2020-11-04,"PERLIS",0,38,0,1
2020-11-04,"KEDAH",25,2165,0,8
2020-11-04,"PULAU PINANG",23,1096,0,3
2020-11-04,"PERAK",6,528,1,8
2020-11-04,"SELANGOR",231,5410,0,19
2020-11-04,"NEGERI SEMBILAN",44,1746,0,7
2020-11-04,"MELAKA",0,313,0,5
2020-11-04,"JOHOR",2,919,0,21
2020-11-04,"PAHANG",0,395,0,7
2020-11-04,"TERENGGANU",3,213,0,1
2020-11-04,"KELANTAN",2,184,0,3
2020-11-04,"SABAH",646,17519,7,138
2020-11-04,"SARAWAK",9,936,0,19
2020-11-04,"WP KUALA LUMPUR",9,3101,0,26
2020-11-04,"WP PUTRAJAYA",4,161,0,0
2020-11-04,"WP LABUAN",28,701,0,2
2020-11-05,"PERLIS",0,38,0,1
2020-11-05,"KEDAH",7,2172,0,8
2020-11-05,"PULAU PINANG",36,1132,0,3
2020-11-05,"PERAK",6,534,0,8
2020-11-05,"SELANGOR",180,5590,1,20
2020-11-05,"NEGERI SEMBILAN",90,1836,0,7
2020-11-05,"MELAKA",5,318,0,5
2020-11-05,"JOHOR",2,921,0,21
2020-11-05,"PAHANG",0,395,0,7
2020-11-05,"TERENGGANU",0,213,0,1
2020-11-05,"KELANTAN",0,184,0,3
2020-11-05,"SABAH",564,18083,5,143
2020-11-05,"SARAWAK",6,942,0,19
2020-11-05,"WP KUALA LUMPUR",17,3118,0,26
2020-11-05,"WP PUTRAJAYA",1,162,0,0
2020-11-05,"WP LABUAN",95,796,0,2
